Date,Year,Week,Accident and Emergency,ICU,Pediatric,Maternity,General,Acute Care,Orthopedic,Executive and VVIP,Admission
2009-10-30,2009,44,96,81,81,50,37,55,39,26,16
2009-10-31,2009,44,104,81,84,48,44,50,39,34,17
2009-11-01,2009,44,98,77,81,56,37,53,39,27,19
2009-11-02,2009,44,96,83,83,42,43,47,44,26,19
2009-11-03,2009,44,95,74,85,46,44,49,37,33,20
2009-11-04,2009,44,95,73,84,47,38,47,42,31,17
2009-11-05,2009,45,101,84,88,46,36,46,43,31,20
2009-11-06,2009,45,104,85,93,55,44,48,38,32,19
2009-11-07,2009,45,101,82,96,44,43,55,37,30,17
2009-11-08,2009,45,104,81,84,46,45,55,42,28,19
2009-11-09,2009,45,98,84,92,54,43,45,37,28,20
2009-11-10,2009,45,99,88,87,53,45,53,41,32,16
2009-11-11,2009,45,95,78,82,48,36,54,35,33,20
2009-11-12,2009,46,105,87,81,48,36,52,45,25,18
2009-11-13,2009,46,99,83,83,45,43,45,43,27,18
2009-11-14,2009,46,99,74,88,51,46,53,35,25,18
2009-11-15,2009,46,98,78,93,48,38,55,39,29,18
2009-11-16,2009,46,102,79,85,43,48,45,44,34,17
2009-11-17,2009,46,96,77,80,55,45,52,36,33,19
2009-11-18,2009,46,102,89,88,49,44,52,43,31,20
2009-11-19,2009,47,103,78,86,46,44,53,41,35,16
2009-11-20,2009,47,105,78,93,48,42,45,39,29,18
2009-11-21,2009,47,101,79,89,42,37,48,43,26,19
2009-11-22,2009,47,98,90,89,42,40,49,37,35,20
2009-11-23,2009,47,97,79,96,53,45,52,36,32,20
2009-11-24,2009,47,102,80,89,50,37,54,36,34,19
2009-11-25,2009,47,105,73,85,51,40,51,37,29,17
2009-11-26,2009,48,100,97,84,70,39,54,35,34,24
2009-11-27,2009,48,100,101,91,68,47,51,36,29,20
2009-11-28,2009,48,95,95,80,59,41,47,36,27,21
2009-11-29,2009,48,103,102,83,65,38,55,40,29,22
2009-11-30,2009,48,95,102,88,66,48,53,36,33,20
2009-12-01,2009,48,104,99,83,69,42,48,38,33,23
2009-12-02,2009,48,100,98,93,59,42,49,35,35,21
2009-12-03,2009,49,102,95,82,59,38,52,42,26,23
2009-12-04,2009,49,103,105,89,68,38,47,43,30,22
2009-12-05,2009,49,95,102,86,58,36,53,38,31,21
2009-12-06,2009,49,96,90,89,65,44,48,43,31,21
2009-12-07,2009,49,101,94,89,63,41,47,36,33,20
2009-12-08,2009,49,100,98,91,69,40,50,38,25,24
2009-12-09,2009,49,95,105,81,60,44,49,42,25,24
2009-12-10,2009,50,96,90,80,66,40,51,36,27,21
2009-12-11,2009,50,96,98,80,58,36,53,42,28,21
2009-12-12,2009,50,104,90,82,65,48,53,40,33,22
2009-12-13,2009,50,98,97,83,64,45,50,40,32,24
2009-12-14,2009,50,103,94,83,68,39,48,39,34,24
2009-12-15,2009,50,104,92,85,64,46,55,37,28,20
2009-12-16,2009,50,97,108,83,58,40,55,45,25,20
2009-12-17,2009,51,101,108,91,67,45,49,40,33,23
2009-12-18,2009,51,104,100,93,67,45,50,38,31,24
2009-12-19,2009,51,105,107,80,61,41,45,42,31,22
2009-12-20,2009,51,100,92,83,56,37,51,45,26,24
2009-12-21,2009,51,98,101,95,61,48,55,38,26,22
2009-12-22,2009,51,97,93,94,66,45,50,37,35,21
2009-12-23,2009,51,101,91,85,68,39,55,36,27,21
2009-12-24,2009,52,100,101,80,60,44,53,40,34,23
2009-12-25,2009,52,102,106,90,57,47,49,40,34,21
2009-12-26,2009,52,105,94,96,61,47,51,40,34,22
2009-12-27,2009,52,104,90,85,63,36,55,37,30,22
2009-12-28,2009,52,96,108,82,67,42,47,45,28,21
2009-12-29,2009,52,99,93,80,70,48,54,43,28,24
2009-12-30,2009,52,105,90,94,66,46,46,42,30,22
2009-12-31,2009,53,95,93,92,67,43,53,36,26,23
2010-01-01,2010,1,96,94,95,69,46,46,40,27,20
2010-01-02,2010,1,105,97,82,62,41,54,41,28,20
2010-01-03,2010,1,103,95,91,70,46,50,43,27,24
2010-01-04,2010,1,96,92,80,62,48,52,42,26,21
2010-01-05,2010,1,95,94,84,70,45,52,35,31,22
2010-01-06,2010,1,102,98,95,66,42,54,39,28,23
2010-01-07,2010,1,101,96,87,65,40,51,37,30,20
2010-01-08,2010,2,105,97,90,69,46,50,35,29,21
2010-01-09,2010,2,101,103,85,63,38,51,45,28,20
2010-01-10,2010,2,97,101,84,59,39,51,44,28,21
2010-01-11,2010,2,101,107,92,58,46,55,38,25,23
2010-01-12,2010,2,105,98,94,65,40,52,44,29,23
2010-01-13,2010,2,95,94,96,59,44,52,35,32,20
2010-01-14,2010,2,102,93,80,66,37,53,41,35,21
2010-01-15,2010,3,96,90,92,61,40,45,45,28,24
2010-01-16,2010,3,97,102,82,58,42,47,38,26,22
2010-01-17,2010,3,102,105,93,63,38,47,38,31,24
2010-01-18,2010,3,101,101,86,56,44,47,44,34,23
2010-01-19,2010,3,103,102,96,61,48,53,35,34,21
2010-01-20,2010,3,96,100,90,57,37,48,39,32,20
2010-01-21,2010,3,97,97,88,56,45,53,37,28,21
2010-01-22,2010,4,97,97,91,62,47,54,37,31,22
2010-01-23,2010,4,99,102,90,63,48,50,44,35,21
2010-01-24,2010,4,101,107,89,62,41,52,43,31,20
2010-01-25,2010,4,98,90,92,62,38,54,38,31,20
2010-01-26,2010,4,103,96,89,63,40,51,39,34,20
2010-01-27,2010,4,95,91,86,61,42,49,42,35,20
2010-01-28,2010,4,95,100,96,62,47,55,40,25,20
2010-01-29,2010,5,104,95,84,58,36,46,42,32,24
2010-01-30,2010,5,105,107,81,58,44,51,45,35,23
2010-01-31,2010,5,105,100,81,64,43,46,38,28,20
2010-02-01,2010,5,102,94,93,60,46,55,38,34,20
2010-02-02,2010,5,101,107,93,58,43,48,39,28,20
2010-02-03,2010,5,100,106,87,69,48,49,43,34,23
2010-02-04,2010,5,99,98,80,60,39,51,41,26,20
2010-02-05,2010,6,96,106,80,56,41,45,41,34,24
2010-02-06,2010,6,103,107,91,67,37,45,42,29,22
2010-02-07,2010,6,104,101,88,66,44,45,36,27,20
2010-02-08,2010,6,99,95,94,61,47,55,45,26,20
2010-02-09,2010,6,97,99,96,69,42,48,35,31,23
2010-02-10,2010,6,99,94,93,59,38,49,37,29,20
2010-02-11,2010,6,98,104,88,67,37,46,42,30,24
2010-02-12,2010,7,105,100,95,58,47,50,40,26,22
2010-02-13,2010,7,102,100,89,59,46,45,35,30,22
2010-02-14,2010,7,97,98,83,57,38,55,39,29,24
2010-02-15,2010,7,97,108,86,66,38,52,43,34,20
2010-02-16,2010,7,102,96,92,69,47,45,43,28,24
2010-02-17,2010,7,105,108,89,64,37,53,43,25,23
2010-02-18,2010,7,98,105,89,67,36,47,39,26,21
2010-02-19,2010,8,101,90,93,67,40,52,41,27,24
2010-02-20,2010,8,104,98,86,57,37,50,38,31,20
2010-02-21,2010,8,105,96,88,66,47,49,45,25,22
2010-02-22,2010,8,101,95,87,59,43,47,43,33,21
2010-02-23,2010,8,105,107,82,66,41,45,44,35,20
2010-02-24,2010,8,97,105,84,66,38,50,36,30,23
2010-02-25,2010,8,100,106,82,60,45,49,38,34,21
2010-02-26,2010,9,99,106,93,66,46,45,39,34,22
2010-02-27,2010,9,95,101,88,65,47,53,40,27,24
2010-02-28,2010,9,104,97,92,64,41,45,40,34,21
2010-03-01,2010,9,95,101,93,58,46,50,40,34,20
2010-03-02,2010,9,102,102,85,64,36,48,43,28,23
2010-03-03,2010,9,98,93,80,59,36,47,35,27,20
2010-03-04,2010,9,104,104,94,57,45,49,39,29,21
2010-03-05,2010,10,96,75,72,66,49,49,39,30,18
2010-03-06,2010,10,104,74,68,70,52,46,44,26,20
2010-03-07,2010,10,100,82,68,65,53,48,40,34,19
2010-03-08,2010,10,105,72,74,65,56,53,42,28,17
2010-03-09,2010,10,99,79,70,63,53,48,41,29,19
2010-03-10,2010,10,95,89,67,57,51,45,43,29,20
2010-03-11,2010,10,103,78,76,68,52,51,42,28,20
2010-03-12,2010,11,104,89,73,63,49,48,35,31,19
2010-03-13,2010,11,105,78,66,66,53,54,40,25,16
2010-03-14,2010,11,97,76,73,62,50,55,45,28,20
2010-03-15,2010,11,101,87,76,60,57,49,41,29,18
2010-03-16,2010,11,100,83,75,57,56,52,36,35,18
2010-03-17,2010,11,105,85,67,60,48,53,43,27,19
2010-03-18,2010,11,100,90,65,69,58,48,44,33,19
2010-03-19,2010,12,99,78,73,61,57,48,45,30,19
2010-03-20,2010,12,96,72,78,61,57,45,40,34,17
2010-03-21,2010,12,104,75,80,65,58,47,35,27,18
2010-03-22,2010,12,104,88,80,62,53,51,35,31,17
2010-03-23,2010,12,98,75,73,61,58,51,37,35,16
2010-03-24,2010,12,100,89,78,58,54,54,43,26,18
2010-03-25,2010,12,103,78,78,59,52,46,36,25,18
2010-03-26,2010,13,95,84,67,62,58,51,35,33,19
2010-03-27,2010,13,95,76,76,69,51,49,36,29,18
2010-03-28,2010,13,103,81,75,59,52,51,41,28,17
2010-03-29,2010,13,101,82,65,60,58,51,41,28,18
2010-03-30,2010,13,99,72,74,70,50,47,35,29,20
2010-03-31,2010,13,101,77,66,57,48,47,42,26,17
2010-04-01,2010,13,104,86,64,60,57,48,40,35,16
2010-04-02,2010,14,95,73,68,69,50,45,37,28,20
2010-04-03,2010,14,104,90,72,56,50,47,36,25,19
2010-04-04,2010,14,102,76,66,68,48,55,37,25,18
2010-04-05,2010,14,105,89,77,60,57,53,40,25,20
2010-04-06,2010,14,104,88,67,59,60,53,44,35,16
2010-04-07,2010,14,96,85,66,65,50,51,41,30,19
2010-04-08,2010,14,101,79,67,66,59,47,45,27,18
2010-04-09,2010,15,102,76,65,65,51,55,38,28,17
2010-04-10,2010,15,95,85,66,67,55,51,36,28,16
2010-04-11,2010,15,99,83,66,61,49,48,36,34,20
2010-04-12,2010,15,103,85,67,69,60,50,44,30,17
2010-04-13,2010,15,104,79,64,67,54,55,43,34,18
2010-04-14,2010,15,100,72,71,56,58,54,40,33,19
2010-04-15,2010,15,95,88,73,62,59,51,38,34,19
2010-04-16,2010,16,98,75,67,56,58,51,40,28,16
2010-04-17,2010,16,103,81,70,62,53,46,39,26,18
2010-04-18,2010,16,105,90,69,59,56,49,44,30,19
2010-04-19,2010,16,104,88,70,60,52,50,35,30,16
2010-04-20,2010,16,98,88,74,62,49,50,38,26,17
2010-04-21,2010,16,104,86,77,70,52,53,45,34,17
2010-04-22,2010,16,100,74,75,58,49,48,40,25,17
2010-04-23,2010,17,97,89,80,58,53,47,42,29,17
2010-04-24,2010,17,102,77,73,56,49,46,45,29,20
2010-04-25,2010,17,96,72,72,64,55,46,45,32,19
2010-04-26,2010,17,105,77,77,64,57,54,35,31,20
2010-04-27,2010,17,95,72,69,61,53,54,45,31,19
2010-04-28,2010,17,97,78,65,69,48,53,42,34,16
2010-04-29,2010,17,105,76,72,65,59,46,36,25,16
2010-04-30,2010,18,105,75,65,64,58,55,44,27,17
2010-05-01,2010,18,101,79,71,59,51,55,44,33,16
2010-05-02,2010,18,96,84,70,59,59,49,39,35,16
2010-05-03,2010,18,105,80,76,70,55,48,37,25,20
2010-05-04,2010,18,96,76,70,63,59,45,38,26,16
2010-05-05,2010,18,95,77,65,64,51,55,39,31,18
2010-05-06,2010,18,103,82,68,69,49,49,41,33,20
2010-05-07,2010,19,105,77,71,64,59,55,42,35,18
2010-05-08,2010,19,96,85,65,58,53,51,40,30,16
2010-05-09,2010,19,96,83,73,62,55,55,44,34,19
2010-05-10,2010,19,103,76,70,65,50,52,44,28,17
2010-05-11,2010,19,105,85,75,57,57,49,40,27,16
2010-05-12,2010,19,95,89,76,63,49,51,42,26,18
2010-05-13,2010,19,99,82,65,68,58,53,44,28,20
2010-05-14,2010,20,99,88,70,68,60,51,38,27,18
2010-05-15,2010,20,99,83,64,70,59,46,39,27,16
2010-05-16,2010,20,103,76,79,67,60,51,42,33,20
2010-05-17,2010,20,98,74,69,68,48,55,44,33,17
2010-05-18,2010,20,104,85,71,69,59,47,35,30,20
2010-05-19,2010,20,101,83,80,65,53,49,44,28,17
2010-05-20,2010,20,104,75,73,61,54,53,40,27,18
2010-05-21,2010,21,100,76,70,62,57,50,40,31,17
2010-05-22,2010,21,95,78,77,64,54,52,38,25,16
2010-05-23,2010,21,97,79,65,69,57,55,37,34,20
2010-05-24,2010,21,105,86,79,58,56,51,45,33,17
2010-05-25,2010,21,99,83,80,60,50,54,45,27,16
2010-05-26,2010,21,98,86,65,67,57,48,35,28,20
2010-05-27,2010,21,104,84,65,58,58,48,41,30,19
2010-05-28,2010,22,99,84,65,70,55,46,35,27,17
2010-05-29,2010,22,102,75,80,58,55,55,45,25,17
2010-05-30,2010,22,98,80,76,59,59,52,36,32,17
2010-05-31,2010,22,105,76,74,60,57,53,43,26,20
2010-06-01,2010,22,103,80,70,57,53,46,37,29,16
2010-06-02,2010,22,100,83,70,70,51,53,35,30,19
2010-06-03,2010,22,105,81,77,69,53,53,42,35,19
2010-06-04,2010,23,99,99,99,84,79,45,42,33,20
2010-06-05,2010,23,105,100,98,73,79,45,36,28,20
2010-06-06,2010,23,99,104,106,84,76,53,39,33,24
2010-06-07,2010,23,95,105,112,74,83,55,40,31,21
2010-06-08,2010,23,96,95,105,78,79,50,44,29,21
2010-06-09,2010,23,97,101,103,80,75,51,42,29,20
2010-06-10,2010,23,97,92,102,82,82,52,43,27,22
2010-06-11,2010,24,99,92,97,75,76,46,43,29,23
2010-06-12,2010,24,96,101,109,83,75,53,35,26,23
2010-06-13,2010,24,104,96,110,82,81,49,45,29,23
2010-06-14,2010,24,105,97,103,84,78,53,35,27,23
2010-06-15,2010,24,99,99,102,73,74,48,44,35,20
2010-06-16,2010,24,100,104,103,75,81,50,39,31,21
2010-06-17,2010,24,99,104,106,73,79,45,38,25,20
2010-06-18,2010,25,103,94,108,84,72,46,44,25,20
2010-06-19,2010,25,100,103,100,71,76,51,39,31,21
2010-06-20,2010,25,98,94,101,73,76,46,38,32,24
2010-06-21,2010,25,98,107,96,80,83,51,43,27,20
2010-06-22,2010,25,102,103,102,78,79,46,39,35,24
2010-06-23,2010,25,99,99,102,76,82,55,45,27,21
2010-06-24,2010,25,100,103,102,84,83,55,37,31,22
2010-06-25,2010,26,99,104,103,73,82,48,38,34,23
2010-06-26,2010,26,96,91,107,74,78,52,45,25,21
2010-06-27,2010,26,96,99,111,83,76,55,37,27,22
2010-06-28,2010,26,95,100,111,75,75,49,45,25,22
2010-06-29,2010,26,97,91,108,81,83,45,44,33,22
2010-06-30,2010,26,105,90,108,70,81,55,36,32,22
2010-07-01,2010,26,97,107,101,82,78,45,41,32,20
2010-07-02,2010,27,100,91,102,78,74,51,40,28,23
2010-07-03,2010,27,99,99,112,84,76,48,40,27,22
2010-07-04,2010,27,96,104,101,70,73,46,42,28,21
2010-07-05,2010,27,98,92,96,84,79,46,38,26,22
2010-07-06,2010,27,97,103,110,74,84,45,43,26,23
2010-07-07,2010,27,102,96,100,79,81,47,35,34,22
2010-07-08,2010,27,101,94,96,82,81,50,42,28,20
2010-07-09,2010,28,97,106,109,70,73,47,45,31,24
2010-07-10,2010,28,105,108,99,84,72,52,38,30,21
2010-07-11,2010,28,105,90,102,75,82,51,35,25,22
2010-07-12,2010,28,97,100,107,83,84,48,37,31,20
2010-07-13,2010,28,101,91,111,72,77,55,36,27,22
2010-07-14,2010,28,97,97,104,79,82,45,36,31,21
2010-07-15,2010,28,100,99,112,78,72,52,44,32,22
2010-07-16,2010,29,102,104,101,72,72,48,40,25,21
2010-07-17,2010,29,101,106,112,79,79,51,45,26,22
2010-07-18,2010,29,102,106,109,80,80,49,45,35,21
2010-07-19,2010,29,105,95,104,73,80,52,38,30,22
2010-07-20,2010,29,104,95,107,74,80,51,41,35,20
2010-07-21,2010,29,97,108,98,80,77,47,39,28,23
2010-07-22,2010,29,98,97,98,84,75,52,38,31,20
2010-07-23,2010,30,102,100,104,72,74,49,43,31,22
2010-07-24,2010,30,98,107,100,80,76,45,38,32,21
2010-07-25,2010,30,104,99,104,76,72,50,41,30,22
2010-07-26,2010,30,95,106,112,81,79,48,41,29,24
2010-07-27,2010,30,100,93,112,82,79,54,35,32,23
2010-07-28,2010,30,100,93,105,74,82,49,40,27,24
2010-07-29,2010,30,101,103,105,77,79,52,39,32,21
2010-07-30,2010,31,97,92,97,74,73,51,41,34,23
2010-07-31,2010,31,98,104,111,78,72,55,36,28,21
2010-08-01,2010,31,103,104,105,75,79,46,37,34,21
2010-08-02,2010,31,101,103,97,71,76,53,38,32,21
2010-08-03,2010,31,95,105,103,70,80,54,37,34,23
2010-08-04,2010,31,104,101,97,81,75,49,39,30,21
2010-08-05,2010,31,100,96,98,70,72,48,42,29,23
2010-08-06,2010,32,104,99,106,73,80,49,39,27,20
2010-08-07,2010,32,95,90,112,72,78,52,36,30,22
2010-08-08,2010,32,104,103,102,80,78,50,38,25,20
2010-08-09,2010,32,104,103,96,84,75,55,41,27,24
2010-08-10,2010,32,96,99,101,72,73,47,40,33,21
2010-08-11,2010,32,103,97,112,73,79,48,36,32,21
2010-08-12,2010,32,102,94,105,84,81,50,37,26,20
2010-08-13,2010,33,95,99,96,83,77,52,43,35,20
2010-08-14,2010,33,105,90,106,84,72,52,40,26,24
2010-08-15,2010,33,103,103,99,76,77,53,43,35,21
2010-08-16,2010,33,100,96,110,71,82,48,44,29,24
2010-08-17,2010,33,99,106,102,78,72,47,38,26,22
2010-08-18,2010,33,95,93,100,79,74,53,38,26,24
2010-08-19,2010,33,102,107,107,84,83,52,41,33,22
2010-08-20,2010,34,102,99,103,78,82,49,42,29,21
2010-08-21,2010,34,95,98,103,76,81,54,37,26,23
2010-08-22,2010,34,103,93,110,82,82,51,40,35,23
2010-08-23,2010,34,105,108,97,73,75,52,42,28,24
2010-08-24,2010,34,105,99,104,76,76,49,43,32,24
2010-08-25,2010,34,104,107,110,75,84,49,38,32,24
2010-08-26,2010,34,100,96,96,71,72,47,45,25,23
2010-08-27,2010,35,103,103,108,83,79,48,45,25,24
2010-08-28,2010,35,101,107,99,84,78,53,41,34,22
2010-08-29,2010,35,103,100,111,84,74,48,39,29,24
2010-08-30,2010,35,99,95,110,74,78,51,40,35,23
2010-08-31,2010,35,95,100,105,79,80,51,41,25,20
2010-09-01,2010,35,100,100,107,84,82,54,43,29,23
2010-09-02,2010,35,101,92,109,78,78,52,38,31,21
2010-09-03,2010,36,99,102,101,81,75,48,39,35,22
2010-09-04,2010,36,95,97,96,71,76,54,38,28,24
2010-09-05,2010,36,105,103,110,78,75,54,39,33,24
2010-09-06,2010,36,99,108,109,82,78,50,37,35,22
2010-09-07,2010,36,98,101,104,84,79,52,41,29,23
2010-09-08,2010,36,104,95,97,73,74,52,42,25,21
2010-09-09,2010,36,102,92,96,78,72,47,38,25,23
2010-09-10,2010,37,96,88,93,47,37,47,39,27,20
2010-09-11,2010,37,103,77,94,43,45,52,38,28,19
2010-09-12,2010,37,97,77,83,43,43,48,35,25,18
2010-09-13,2010,37,95,87,86,53,48,55,44,29,20
2010-09-14,2010,37,100,79,81,44,42,49,35,29,17
2010-09-15,2010,37,100,90,88,48,41,53,38,31,18
2010-09-16,2010,37,95,75,83,53,46,46,36,32,18
2010-09-17,2010,38,98,85,93,49,39,46,41,31,19
2010-09-18,2010,38,104,89,95,50,43,51,41,35,17
2010-09-19,2010,38,95,78,93,45,37,49,40,34,20
2010-09-20,2010,38,98,82,84,56,46,46,42,31,19
2010-09-21,2010,38,99,76,82,46,48,50,38,28,18
2010-09-22,2010,38,103,75,81,47,42,52,42,31,16
2010-09-23,2010,38,103,75,80,53,46,52,38,30,18
2010-09-24,2010,39,102,78,81,51,39,48,45,31,18
2010-09-25,2010,39,97,81,94,47,47,48,43,27,19
2010-09-26,2010,39,104,79,83,46,45,55,37,26,16
2010-09-27,2010,39,97,83,82,52,45,52,36,34,20
2010-09-28,2010,39,101,78,95,52,46,54,43,29,20
2010-09-29,2010,39,105,74,82,52,48,46,44,25,18
2010-09-30,2010,39,95,78,84,43,43,47,45,33,16
2010-10-01,2010,40,104,72,89,45,39,52,36,30,17
2010-10-02,2010,40,102,88,89,55,39,48,38,26,19
2010-10-03,2010,40,103,82,83,43,41,48,40,26,19
2010-10-04,2010,40,102,85,88,55,36,55,35,25,16
2010-10-05,2010,40,101,82,92,55,44,52,42,33,20
2010-10-06,2010,40,101,73,94,42,38,51,38,26,16
2010-10-07,2010,40,101,79,81,54,42,51,39,29,17
2010-10-08,2010,41,101,73,90,51,42,48,37,30,18
2010-10-09,2010,41,100,72,96,52,42,53,35,25,18
2010-10-10,2010,41,102,87,92,56,40,49,35,27,19
2010-10-11,2010,41,100,78,87,44,43,46,45,32,19
2010-10-12,2010,41,96,78,84,52,48,50,37,26,20
2010-10-13,2010,41,103,76,89,55,40,46,39,32,19
2010-10-14,2010,41,104,89,95,55,46,49,38,32,19
2010-10-15,2010,42,95,76,88,43,45,45,36,35,17
2010-10-16,2010,42,99,81,89,53,36,52,40,35,18
2010-10-17,2010,42,95,76,95,54,43,48,42,26,17
2010-10-18,2010,42,98,77,89,53,42,45,45,35,17
2010-10-19,2010,42,103,75,90,51,40,52,43,31,17
2010-10-20,2010,42,96,79,80,49,44,48,45,25,17
2010-10-21,2010,42,103,75,81,46,37,51,41,33,18
2010-10-22,2010,43,100,75,93,46,48,54,42,25,17
2010-10-23,2010,43,100,87,83,45,38,52,44,31,17
2010-10-24,2010,43,95,90,86,46,37,50,39,30,19
2010-10-25,2010,43,100,81,90,51,42,48,36,31,16
2010-10-26,2010,43,102,86,89,47,42,54,42,31,16
2010-10-27,2010,43,100,80,80,53,44,55,39,31,18
2010-10-28,2010,43,104,79,81,46,36,54,44,27,20
2010-10-29,2010,44,98,78,86,43,39,53,44,34,18
2010-10-30,2010,44,98,83,88,48,42,54,44,25,17
2010-10-31,2010,44,95,80,84,51,36,46,43,28,20
2010-11-01,2010,44,97,88,84,52,47,47,38,31,18
2010-11-02,2010,44,101,74,89,46,47,53,36,31,20
2010-11-03,2010,44,97,88,89,50,46,52,41,30,16
2010-11-04,2010,44,101,76,92,43,48,54,42,25,18
2010-11-05,2010,45,98,78,92,43,46,45,38,29,18
2010-11-06,2010,45,105,85,89,48,37,48,43,35,20
2010-11-07,2010,45,101,90,95,49,36,47,45,30,17
2010-11-08,2010,45,97,78,95,52,38,47,40,31,19
2010-11-09,2010,45,105,90,92,44,45,47,38,29,20
2010-11-10,2010,45,100,84,87,52,45,46,42,27,17
2010-11-11,2010,45,105,88,89,43,37,45,42,32,16
2010-11-12,2010,46,105,83,82,49,48,55,38,25,16
2010-11-13,2010,46,103,82,92,56,36,52,39,31,20
2010-11-14,2010,46,99,80,87,53,41,54,42,29,17
2010-11-15,2010,46,96,85,93,54,38,53,41,34,19
2010-11-16,2010,46,105,80,83,55,46,55,43,27,19
2010-11-17,2010,46,104,88,80,53,46,49,35,32,20
2010-11-18,2010,46,99,81,93,47,47,48,35,32,16
2010-11-19,2010,47,95,74,91,53,45,53,40,29,20
2010-11-20,2010,47,98,72,81,42,39,51,44,32,17
2010-11-21,2010,47,104,90,94,48,41,54,41,28,18
2010-11-22,2010,47,98,76,85,54,42,53,43,31,16
2010-11-23,2010,47,100,90,85,56,36,52,44,33,18
2010-11-24,2010,47,97,82,81,52,42,51,37,29,17
2010-11-25,2010,47,102,89,88,52,38,47,41,35,17
2010-11-26,2010,48,99,92,93,65,38,48,38,30,22
2010-11-27,2010,48,100,102,82,61,43,50,40,28,23
2010-11-28,2010,48,103,94,90,68,45,51,44,28,23
2010-11-29,2010,48,101,99,90,61,38,46,39,25,22
2010-11-30,2010,48,105,96,80,65,48,48,38,25,20
2010-12-01,2010,48,105,94,87,62,40,54,36,35,23
2010-12-02,2010,48,100,103,87,65,46,45,37,30,21
2010-12-03,2010,49,105,90,96,64,48,52,37,29,22
2010-12-04,2010,49,97,93,80,67,43,46,37,34,22
2010-12-05,2010,49,97,99,95,70,43,45,43,25,21
2010-12-06,2010,49,100,103,91,60,46,49,44,32,23
2010-12-07,2010,49,103,94,83,68,47,46,39,35,22
2010-12-08,2010,49,100,95,96,65,40,53,42,35,21
2010-12-09,2010,49,100,106,85,58,45,52,39,28,23
2010-12-10,2010,50,98,98,88,60,41,49,38,32,24
2010-12-11,2010,50,102,97,93,58,44,54,44,31,22
2010-12-12,2010,50,98,95,81,67,42,45,41,26,24
2010-12-13,2010,50,100,99,80,60,47,52,36,33,24
2010-12-14,2010,50,95,95,94,61,48,48,43,26,24
2010-12-15,2010,50,103,93,82,59,36,55,37,30,24
2010-12-16,2010,50,102,98,85,69,44,55,35,31,24
2010-12-17,2010,51,101,96,88,58,42,51,36,33,21
2010-12-18,2010,51,98,92,80,67,43,54,37,30,20
2010-12-19,2010,51,101,98,81,57,44,46,42,34,24
2010-12-20,2010,51,95,92,88,67,37,48,43,34,23
2010-12-21,2010,51,97,105,83,63,36,54,35,25,24
2010-12-22,2010,51,102,98,82,61,45,49,40,31,20
2010-12-23,2010,51,103,98,84,64,39,54,40,33,24
2010-12-24,2010,52,95,99,96,61,47,45,35,25,20
2010-12-25,2010,52,101,91,93,65,37,48,43,33,24
2010-12-26,2010,52,95,93,89,64,45,55,38,27,21
2010-12-27,2010,52,103,103,88,68,46,53,36,34,23
2010-12-28,2010,52,100,107,80,59,43,51,43,29,24
2010-12-29,2010,52,100,104,85,66,39,51,41,29,24
2010-12-30,2010,52,104,104,84,68,42,49,44,34,21
2010-12-31,2010,53,105,95,88,68,38,50,40,29,22
2011-01-01,2011,1,102,97,96,63,42,48,35,27,23
2011-01-02,2011,1,103,94,84,56,46,48,41,35,23
2011-01-03,2011,1,103,102,96,69,42,54,42,31,24
2011-01-04,2011,1,105,97,90,56,46,54,37,25,21
2011-01-05,2011,1,95,97,94,62,47,52,42,28,23
2011-01-06,2011,1,98,98,96,60,46,52,40,26,23
2011-01-07,2011,1,98,103,90,60,40,51,43,26,24
2011-01-08,2011,2,105,107,88,62,46,53,39,30,21
2011-01-09,2011,2,103,106,87,67,48,54,38,25,23
2011-01-10,2011,2,102,103,80,66,36,55,38,35,22
2011-01-11,2011,2,103,105,85,68,47,52,42,32,21
2011-01-12,2011,2,99,100,85,64,42,51,45,25,22
2011-01-13,2011,2,96,106,80,61,47,46,42,25,22
2011-01-14,2011,2,102,104,96,68,40,48,43,28,22
2011-01-15,2011,3,104,104,93,63,40,49,41,28,23
2011-01-16,2011,3,104,95,82,56,41,46,37,30,21
2011-01-17,2011,3,95,97,85,58,41,50,45,35,24
2011-01-18,2011,3,96,102,96,62,36,50,39,26,22
2011-01-19,2011,3,100,96,92,66,43,45,38,30,24
2011-01-20,2011,3,103,99,90,65,41,53,39,35,24
2011-01-21,2011,3,100,107,90,69,41,51,36,27,24
2011-01-22,2011,4,102,95,93,67,47,53,38,31,22
2011-01-23,2011,4,102,95,86,59,43,52,39,33,24
2011-01-24,2011,4,99,97,94,70,38,50,38,25,21
2011-01-25,2011,4,97,98,80,59,36,51,43,34,23
2011-01-26,2011,4,105,95,84,64,43,51,36,28,23
2011-01-27,2011,4,103,101,89,62,36,46,45,33,24
2011-01-28,2011,4,95,92,89,56,46,49,40,28,23
2011-01-29,2011,5,104,102,96,66,38,48,43,28,24
2011-01-30,2011,5,102,100,93,56,47,46,36,29,21
2011-01-31,2011,5,99,107,86,64,42,45,36,32,24
2011-02-01,2011,5,101,105,86,58,39,53,44,34,20
2011-02-02,2011,5,105,102,94,64,43,54,39,28,21
2011-02-03,2011,5,97,102,95,67,46,50,37,32,21
2011-02-04,2011,5,96,90,93,68,45,45,45,27,20
2011-02-05,2011,6,104,97,94,56,44,49,42,25,22
